Program is started successfully...
OpenGL Version: 4.1 INTEL-10.30.14
GLSL Version: 4.10
Sphere Vertices Size: 6435
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,-0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,0.000000,-0.500000,
-0.000000,-0.000000,-0.500000,
0.049009,0.000000,-0.497592,
0.048773,0.004804,-0.497592,
0.048067,0.009561,-0.497592,
0.046898,0.014226,-0.497592,
0.045278,0.018755,-0.497592,
0.043222,0.023102,-0.497592,
0.040749,0.027228,-0.497592,
0.037884,0.031091,-0.497592,
0.034654,0.034654,-0.497592,
0.031091,0.037884,-0.497592,
0.027228,0.040749,-0.497592,
0.023102,0.043222,-0.497592,
0.018755,0.045278,-0.497592,
0.014226,0.046898,-0.497592,
0.009561,0.048067,-0.497592,
0.004804,0.048773,-0.497592,
-0.000000,0.049009,-0.497592,
-0.004804,0.048773,-0.497592,
-0.009561,0.048067,-0.497592,
-0.014226,0.046898,-0.497592,
-0.018755,0.045278,-0.497592,
-0.023102,0.043222,-0.497592,
-0.027228,0.040749,-0.497592,
-0.031091,0.037884,-0.497592,
-0.034654,0.034654,-0.497592,
-0.037884,0.031091,-0.497592,
-0.040749,0.027228,-0.497592,
-0.043222,0.023102,-0.497592,
-0.045278,0.018755,-0.497592,
-0.046898,0.014226,-0.497592,
-0.048067,0.009561,-0.497592,
-0.048773,0.004804,-0.497592,
-0.049009,-0.000000,-0.497592,
-0.048773,-0.004804,-0.497592,
-0.048067,-0.009561,-0.497592,
-0.046898,-0.014226,-0.497592,
-0.045278,-0.018755,-0.497592,
-0.043222,-0.023102,-0.497592,
-0.040749,-0.027228,-0.497592,
-0.037884,-0.031091,-0.497592,
-0.034654,-0.034654,-0.497592,
-0.031091,-0.037884,-0.497592,
-0.027228,-0.040749,-0.497592,
-0.023102,-0.043222,-0.497592,
-0.018755,-0.045278,-0.497592,
-0.014226,-0.046898,-0.497592,
-0.009561,-0.048067,-0.497592,
-0.004804,-0.048773,-0.497592,
0.000000,-0.049009,-0.497592,
0.004804,-0.048773,-0.497592,
0.009561,-0.048067,-0.497592,
0.014226,-0.046898,-0.497592,
0.018755,-0.045278,-0.497592,
0.023102,-0.043222,-0.497592,
0.027228,-0.040749,-0.497592,
0.031091,-0.037884,-0.497592,
0.034654,-0.034654,-0.497592,
0.037884,-0.031091,-0.497592,
0.040749,-0.027228,-0.497592,
0.043222,-0.023102,-0.497592,
0.045278,-0.018755,-0.497592,
0.046898,-0.014226,-0.497592,
0.048067,-0.009561,-0.497592,
0.048773,-0.004804,-0.497592,
0.049009,0.000000,-0.497592,
0.097545,0.000000,-0.490393,
0.097075,0.009561,-0.490393,
0.095671,0.019030,-0.490393,
0.093345,0.028316,-0.490393,
0.090120,0.037329,-0.490393,
0.086027,0.045982,-0.490393,
0.081106,0.054193,-0.490393,
0.075403,0.061882,-0.490393,
0.068975,0.068975,-0.490393,
